latitude,longitude,timestamp,animal_id
48.729853,2.359752,2009-04-26 09:18:49,touristParis
48.72986,2.359715,2009-04-26 09:18:54,touristParis
48.72985,2.35969,2009-04-26 09:18:59,touristParis
48.729818,2.359686,2009-04-26 09:19:04,touristParis
48.729769,2.359672,2009-04-26 09:19:09,touristParis
48.729744,2.359655,2009-04-26 09:19:14,touristParis
48.729746,2.359639,2009-04-26 09:19:19,touristParis
48.729753,2.359591,2009-04-26 09:19:24,touristParis
48.729106,2.360666,2009-04-26 09:34:50,touristParis
48.729179,2.360539,2009-04-26 09:34:52,touristParis
48.729206,2.360417,2009-04-26 09:34:57,touristParis
48.729214,2.360401,2009-04-26 09:35:02,touristParis
48.729214,2.360401,2009-04-26 09:35:05,touristParis
48.729216,2.360393,2009-04-26 09:35:07,touristParis
48.729217,2.360382,2009-04-26 09:35:12,touristParis
48.729157,2.360281,2009-04-26 09:35:14,touristParis
48.729159,2.360238,2009-04-26 09:35:19,touristParis
48.729163,2.360242,2009-04-26 09:35:24,touristParis
48.729165,2.360246,2009-04-26 09:35:29,touristParis
48.729172,2.360251,2009-04-26 09:35:34,touristParis
48.729172,2.360251,2009-04-26 09:35:37,touristParis
48.729175,2.36025,2009-04-26 09:35:39,touristParis
48.729175,2.360241,2009-04-26 09:35:44,touristParis
48.729173,2.36023,2009-04-26 09:35:49,touristParis
48.729176,2.360233,2009-04-26 09:35:54,touristParis
48.729177,2.360232,2009-04-26 09:35:59,touristParis
48.729177,2.360227,2009-04-26 09:36:04,touristParis
48.729178,2.36022,2009-04-26 09:36:09,touristParis
48.729179,2.360215,2009-04-26 09:36:14,touristParis
48.729185,2.360217,2009-04-26 09:36:19,touristParis
48.729191,2.360221,2009-04-26 09:36:24,touristParis
48.729191,2.360221,2009-04-26 09:36:27,touristParis
48.729198,2.360229,2009-04-26 09:36:29,touristParis
48.729288,2.360147,2009-04-26 09:36:33,touristParis
48.72936,2.360098,2009-04-26 09:36:38,touristParis
48.729365,2.360107,2009-04-26 09:36:43,touristParis
48.729381,2.360102,2009-04-26 09:36:48,touristParis
48.729584,2.359881,2009-04-26 09:40:08,touristParis
48.7296,2.359842,2009-04-26 09:40:13,touristParis
48.729623,2.359782,2009-04-26 09:40:18,touristParis
48.729633,2.359748,2009-04-26 09:40:23,touristParis
48.729581,2.359757,2009-04-26 09:40:28,touristParis
48.729517,2.359839,2009-04-26 09:40:33,touristParis
48.729517,2.359839,2009-04-26 09:40:36,touristParis
48.729515,2.359846,2009-04-26 09:40:38,touristParis
48.729461,2.359929,2009-04-26 09:40:43,touristParis
48.729463,2.359942,2009-04-26 09:40:48,touristParis
48.729463,2.359942,2009-04-26 09:40:51,touristParis
48.72946,2.359944,2009-04-26 09:40:53,touristParis
48.729446,2.359979,2009-04-26 09:40:58,touristParis
48.72942,2.360018,2009-04-26 09:41:03,touristParis
48.72942,2.360018,2009-04-26 09:41:06,touristParis
48.72942,2.360025,2009-04-26 09:41:08,touristParis
48.729401,2.360048,2009-04-26 09:41:13,touristParis
48.72938,2.360067,2009-04-26 09:41:18,touristParis
48.72938,2.360067,2009-04-26 09:41:21,touristParis
48.729377,2.360064,2009-04-26 09:41:23,touristParis
48.729327,2.360042,2009-04-26 09:41:28,touristParis
48.729327,2.360003,2009-04-26 09:41:33,touristParis
48.729351,2.360003,2009-04-26 09:41:38,touristParis
48.729351,2.360003,2009-04-26 09:41:41,touristParis
48.729352,2.360005,2009-04-26 09:41:43,touristParis
48.729363,2.359977,2009-04-26 09:41:48,touristParis
48.729364,2.359967,2009-04-26 09:41:53,touristParis
48.729363,2.359959,2009-04-26 09:41:58,touristParis
48.729363,2.359957,2009-04-26 09:42:03,touristParis
48.729364,2.359956,2009-04-26 09:42:08,touristParis
48.729366,2.359956,2009-04-26 09:42:13,touristParis
48.729366,2.359956,2009-04-26 09:42:16,touristParis
48.729368,2.359954,2009-04-26 09:42:18,touristParis
48.729367,2.359944,2009-04-26 09:42:23,touristParis
48.729371,2.359952,2009-04-26 09:42:28,touristParis
48.729373,2.359957,2009-04-26 09:42:33,touristParis
48.729375,2.359959,2009-04-26 09:42:38,touristParis
48.729377,2.359963,2009-04-26 09:42:43,touristParis
48.729377,2.359963,2009-04-26 09:42:46,touristParis
48.729376,2.359962,2009-04-26 09:42:48,touristParis
48.729404,2.35991,2009-04-26 09:42:53,touristParis
48.729401,2.359896,2009-04-26 09:42:58,touristParis
48.729401,2.359896,2009-04-26 09:43:01,touristParis
48.729399,2.359891,2009-04-26 09:43:03,touristParis
48.729395,2.359881,2009-04-26 09:43:08,touristParis
48.729391,2.359869,2009-04-26 09:43:13,touristParis
48.729391,2.359869,2009-04-26 09:43:16,touristParis
48.729391,2.359865,2009-04-26 09:43:18,touristParis
48.72939,2.359856,2009-04-26 09:43:23,touristParis
48.729651,2.359831,2009-04-26 09:48:07,touristParis
48.729696,2.359899,2009-04-26 09:48:12,touristParis
48.72972,2.359954,2009-04-26 09:48:17,touristParis
48.729748,2.360021,2009-04-26 09:48:22,touristParis
48.729773,2.360084,2009-04-26 09:48:27,touristParis
48.729773,2.360111,2009-04-26 09:48:32,touristParis
48.729776,2.360131,2009-04-26 09:48:37,touristParis
48.729789,2.360206,2009-04-26 09:48:42,touristParis
48.729777,2.360227,2009-04-26 09:48:47,touristParis
48.729777,2.360231,2009-04-26 09:48:52,touristParis
48.729776,2.360234,2009-04-26 09:48:57,touristParis
48.729775,2.360236,2009-04-26 09:49:02,touristParis
48.729775,2.360237,2009-04-26 09:49:07,touristParis
48.729775,2.360238,2009-04-26 09:49:12,touristParis
48.729775,2.360239,2009-04-26 09:49:17,touristParis
48.729775,2.360241,2009-04-26 09:49:22,touristParis
48.729775,2.360242,2009-04-26 09:49:27,touristParis
48.729775,2.360242,2009-04-26 09:49:30,touristParis
48.729775,2.360247,2009-04-26 09:49:32,touristParis
48.729775,2.360258,2009-04-26 09:49:37,touristParis
48.729775,2.360271,2009-04-26 09:49:42,touristParis
48.729774,2.360283,2009-04-26 09:49:47,touristParis
48.729772,2.360296,2009-04-26 09:49:52,touristParis
48.729769,2.360306,2009-04-26 09:49:57,touristParis
48.729766,2.360315,2009-04-26 09:50:02,touristParis
48.729763,2.360324,2009-04-26 09:50:07,touristParis
48.729761,2.360332,2009-04-26 09:50:12,touristParis
48.729757,2.36034,2009-04-26 09:50:17,touristParis
48.729757,2.36034,2009-04-26 09:50:20,touristParis
48.729749,2.360348,2009-04-26 09:50:22,touristParis
48.729739,2.360352,2009-04-26 09:50:27,touristParis
48.729727,2.360357,2009-04-26 09:50:32,touristParis
48.729717,2.360358,2009-04-26 09:50:37,touristParis
48.72971,2.360358,2009-04-26 09:50:42,touristParis
48.729704,2.36036,2009-04-26 09:50:47,touristParis
48.729698,2.36036,2009-04-26 09:50:52,touristParis
48.729694,2.360363,2009-04-26 09:50:57,touristParis
48.729694,2.360363,2009-04-26 09:51:02,touristParis
48.729694,2.360363,2009-04-26 09:51:05,touristParis
48.729695,2.360371,2009-04-26 09:51:07,touristParis
48.729727,2.360406,2009-04-26 09:51:12,touristParis
48.729712,2.360397,2009-04-26 09:51:17,touristParis
48.729708,2.360386,2009-04-26 09:51:22,touristParis
48.729707,2.360383,2009-04-26 09:51:27,touristParis
48.729707,2.360383,2009-04-26 09:51:30,touristParis
48.729706,2.36038,2009-04-26 09:51:32,touristParis
48.729701,2.360367,2009-04-26 09:51:37,touristParis
48.729698,2.360355,2009-04-26 09:51:42,touristParis
48.729698,2.360357,2009-04-26 09:51:47,touristParis
48.729698,2.360357,2009-04-26 09:51:50,touristParis
48.729698,2.360357,2009-04-26 09:51:52,touristParis
48.729694,2.360344,2009-04-26 09:51:57,touristParis
48.729705,2.360459,2009-04-26 09:52:02,touristParis
48.72973,2.360595,2009-04-26 09:52:04,touristParis
48.729753,2.36077,2009-04-26 09:52:06,touristParis
48.729797,2.361003,2009-04-26 09:52:08,touristParis
48.729829,2.361131,2009-04-26 09:52:09,touristParis
48.729873,2.361271,2009-04-26 09:52:10,touristParis
48.729912,2.361424,2009-04-26 09:52:11,touristParis
48.729941,2.361569,2009-04-26 09:52:12,touristParis
48.729968,2.36172,2009-04-26 09:52:13,touristParis
48.729999,2.361863,2009-04-26 09:52:14,touristParis
48.730029,2.362006,2009-04-26 09:52:15,touristParis
48.730059,2.362156,2009-04-26 09:52:16,touristParis
48.730088,2.362311,2009-04-26 09:52:17,touristParis
48.730114,2.362476,2009-04-26 09:52:18,touristParis
48.730151,2.362646,2009-04-26 09:52:19,touristParis
48.730212,2.362835,2009-04-26 09:52:20,touristParis
48.730288,2.363037,2009-04-26 09:52:21,touristParis
48.730369,2.36323,2009-04-26 09:52:22,touristParis
48.73046,2.363411,2009-04-26 09:52:23,touristParis
48.730564,2.363564,2009-04-26 09:52:24,touristParis
48.730689,2.363697,2009-04-26 09:52:25,touristParis
48.730822,2.363803,2009-04-26 09:52:26,touristParis
48.730963,2.363892,2009-04-26 09:52:27,touristParis
48.731108,2.363939,2009-04-26 09:52:28,touristParis
48.731264,2.363969,2009-04-26 09:52:29,touristParis
48.731424,2.363958,2009-04-26 09:52:30,touristParis
48.731585,2.363923,2009-04-26 09:52:31,touristParis
48.73173,2.363872,2009-04-26 09:52:32,touristParis
48.731885,2.363799,2009-04-26 09:52:33,touristParis
48.732041,2.363734,2009-04-26 09:52:34,touristParis
48.732199,2.363675,2009-04-26 09:52:35,touristParis
48.732359,2.363617,2009-04-26 09:52:36,touristParis
48.732519,2.36356,2009-04-26 09:52:37,touristParis
48.732681,2.363503,2009-04-26 09:52:38,touristParis
48.732843,2.363442,2009-04-26 09:52:39,touristParis
48.733004,2.363383,2009-04-26 09:52:40,touristParis
48.737291,2.357002,2009-04-26 09:53:19,touristParis
48.737378,2.356785,2009-04-26 09:53:20,touristParis
48.737367,2.356524,2009-04-26 09:53:21,touristParis
48.737391,2.356246,2009-04-26 09:53:22,touristParis
48.737397,2.355946,2009-04-26 09:53:23,touristParis
48.737428,2.355677,2009-04-26 09:53:24,touristParis
48.737443,2.355404,2009-04-26 09:53:25,touristParis
48.737462,2.355155,2009-04-26 09:53:26,touristParis
48.737474,2.354877,2009-04-26 09:53:27,touristParis
48.737483,2.35462,2009-04-26 09:53:28,touristParis
48.737508,2.354356,2009-04-26 09:53:29,touristParis
48.737534,2.354095,2009-04-26 09:53:30,touristParis
48.737556,2.353836,2009-04-26 09:53:31,touristParis
48.737579,2.353567,2009-04-26 09:53:32,touristParis
48.73761,2.353301,2009-04-26 09:53:33,touristParis
48.737633,2.353038,2009-04-26 09:53:34,touristParis
48.737659,2.352759,2009-04-26 09:53:35,touristParis
48.737679,2.352505,2009-04-26 09:53:36,touristParis
48.737708,2.352253,2009-04-26 09:53:37,touristParis
48.737729,2.351984,2009-04-26 09:53:38,touristParis
48.737753,2.351717,2009-04-26 09:53:39,touristParis
48.737777,2.351453,2009-04-26 09:53:40,touristParis
48.7378,2.35118,2009-04-26 09:53:41,touristParis
48.73782,2.350913,2009-04-26 09:53:42,touristParis
48.737855,2.350642,2009-04-26 09:53:43,touristParis
48.737891,2.350373,2009-04-26 09:53:44,touristParis
48.737938,2.350112,2009-04-26 09:53:45,touristParis
48.737992,2.349858,2009-04-26 09:53:46,touristParis
48.738048,2.349604,2009-04-26 09:53:47,touristParis
48.738109,2.349334,2009-04-26 09:53:48,touristParis
48.738192,2.349108,2009-04-26 09:53:49,touristParis
48.738282,2.348886,2009-04-26 09:53:50,touristParis
48.738379,2.348672,2009-04-26 09:53:51,touristParis
48.738481,2.348452,2009-04-26 09:53:52,touristParis
48.738581,2.348229,2009-04-26 09:53:53,touristParis
48.738681,2.348005,2009-04-26 09:53:54,touristParis
48.738779,2.347781,2009-04-26 09:53:55,touristParis
48.738877,2.347556,2009-04-26 09:53:56,touristParis
48.738978,2.347332,2009-04-26 09:53:57,touristParis
48.739075,2.347101,2009-04-26 09:53:58,touristParis
48.739184,2.346865,2009-04-26 09:53:59,touristParis
48.739283,2.346635,2009-04-26 09:54:00,touristParis
48.739374,2.346411,2009-04-26 09:54:01,touristParis
48.739465,2.346183,2009-04-26 09:54:02,touristParis
48.739567,2.345947,2009-04-26 09:54:03,touristParis
48.739636,2.345702,2009-04-26 09:54:04,touristParis
48.739696,2.345445,2009-04-26 09:54:05,touristParis
48.739709,2.345169,2009-04-26 09:54:06,touristParis
48.739709,2.344897,2009-04-26 09:54:07,touristParis
48.73969,2.344602,2009-04-26 09:54:08,touristParis
48.739682,2.344327,2009-04-26 09:54:09,touristParis
48.739661,2.344058,2009-04-26 09:54:10,touristParis
48.739635,2.343799,2009-04-26 09:54:11,touristParis
48.739595,2.343539,2009-04-26 09:54:12,touristParis
48.73952,2.343264,2009-04-26 09:54:13,touristParis
48.739441,2.342988,2009-04-26 09:54:14,touristParis
48.739369,2.342727,2009-04-26 09:54:15,touristParis
48.739294,2.342476,2009-04-26 09:54:16,touristParis
48.739223,2.342214,2009-04-26 09:54:17,touristParis
48.739158,2.341963,2009-04-26 09:54:18,touristParis
48.739089,2.341718,2009-04-26 09:54:19,touristParis
48.739017,2.341474,2009-04-26 09:54:20,touristParis
48.738968,2.341213,2009-04-26 09:54:21,touristParis
48.738929,2.340953,2009-04-26 09:54:22,touristParis
48.738892,2.340691,2009-04-26 09:54:23,touristParis
48.738877,2.340421,2009-04-26 09:54:24,touristParis
48.73888,2.340174,2009-04-26 09:54:25,touristParis
48.738881,2.339915,2009-04-26 09:54:26,touristParis
48.73889,2.339647,2009-04-26 09:54:27,touristParis
48.738905,2.339371,2009-04-26 09:54:28,touristParis
48.73892,2.339088,2009-04-26 09:54:29,touristParis
48.738961,2.338837,2009-04-26 09:54:30,touristParis
48.739014,2.338569,2009-04-26 09:54:31,touristParis
48.739072,2.338305,2009-04-26 09:54:32,touristParis
48.739136,2.338056,2009-04-26 09:54:33,touristParis
48.739224,2.337814,2009-04-26 09:54:34,touristParis
48.739316,2.337587,2009-04-26 09:54:35,touristParis
48.739413,2.337366,2009-04-26 09:54:36,touristParis
48.739512,2.337143,2009-04-26 09:54:37,touristParis
48.739615,2.336911,2009-04-26 09:54:38,touristParis
48.739715,2.336691,2009-04-26 09:54:39,touristParis
48.739814,2.336463,2009-04-26 09:54:40,touristParis
48.739917,2.336238,2009-04-26 09:54:41,touristParis
48.740015,2.336011,2009-04-26 09:54:42,touristParis
48.74012,2.335779,2009-04-26 09:54:43,touristParis
48.740224,2.335552,2009-04-26 09:54:44,touristParis
48.740321,2.335326,2009-04-26 09:54:45,touristParis
48.740421,2.335099,2009-04-26 09:54:46,touristParis
48.740519,2.334871,2009-04-26 09:54:47,touristParis
48.740618,2.334643,2009-04-26 09:54:48,touristParis
48.740717,2.334415,2009-04-26 09:54:49,touristParis
48.740815,2.334185,2009-04-26 09:54:50,touristParis
48.740911,2.333961,2009-04-26 09:54:51,touristParis
48.74101,2.333733,2009-04-26 09:54:52,touristParis
48.741107,2.333508,2009-04-26 09:54:53,touristParis
48.741206,2.333283,2009-04-26 09:54:54,touristParis
48.741298,2.333057,2009-04-26 09:54:55,touristParis
48.741399,2.332835,2009-04-26 09:54:56,touristParis
48.741496,2.332609,2009-04-26 09:54:57,touristParis
48.741587,2.332382,2009-04-26 09:54:58,touristParis
48.74168,2.332146,2009-04-26 09:54:59,touristParis
48.741766,2.331912,2009-04-26 09:55:00,touristParis
48.74185,2.331673,2009-04-26 09:55:01,touristParis
48.74193,2.331432,2009-04-26 09:55:02,touristParis
48.742011,2.331187,2009-04-26 09:55:03,touristParis
48.74208,2.330926,2009-04-26 09:55:04,touristParis
48.74214,2.330661,2009-04-26 09:55:05,touristParis
48.742195,2.330397,2009-04-26 09:55:06,touristParis
48.74224,2.330133,2009-04-26 09:55:07,touristParis
48.742285,2.329869,2009-04-26 09:55:08,touristParis
48.742322,2.329605,2009-04-26 09:55:09,touristParis
48.74236,2.329335,2009-04-26 09:55:10,touristParis
48.742401,2.32907,2009-04-26 09:55:11,touristParis
48.742442,2.328806,2009-04-26 09:55:12,touristParis
48.742476,2.328546,2009-04-26 09:55:13,touristParis
48.742513,2.328285,2009-04-26 09:55:14,touristParis
48.742561,2.328026,2009-04-26 09:55:15,touristParis
48.742617,2.327765,2009-04-26 09:55:16,touristParis
48.742682,2.327511,2009-04-26 09:55:17,touristParis
48.74275,2.327266,2009-04-26 09:55:18,touristParis
48.742812,2.32703,2009-04-26 09:55:19,touristParis
48.742892,2.326793,2009-04-26 09:55:20,touristParis
48.742969,2.326556,2009-04-26 09:55:21,touristParis
48.743057,2.326321,2009-04-26 09:55:22,touristParis
48.743155,2.326094,2009-04-26 09:55:23,touristParis
48.74325,2.325867,2009-04-26 09:55:24,touristParis
48.743351,2.325639,2009-04-26 09:55:25,touristParis
48.743449,2.325415,2009-04-26 09:55:26,touristParis
48.743548,2.325191,2009-04-26 09:55:27,touristParis
48.743654,2.324964,2009-04-26 09:55:28,touristParis
48.743755,2.324737,2009-04-26 09:55:29,touristParis
48.743856,2.324513,2009-04-26 09:55:30,touristParis
48.743954,2.324287,2009-04-26 09:55:31,touristParis
48.744047,2.324064,2009-04-26 09:55:32,touristParis
48.744154,2.323832,2009-04-26 09:55:33,touristParis
48.744249,2.323601,2009-04-26 09:55:34,touristParis
48.744343,2.323381,2009-04-26 09:55:35,touristParis
