"animal_id","species","timestamp","latitude","longitude","lc","locType","stop_id","n_stops","meta_stop_id"
"touristParis","human",2009-04-26 09:15:16,48.731015,2.359481,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:21,48.731017,2.359485,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:24,48.731017,2.359485,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:26,48.731015,2.359479,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:31,48.731014,2.35947,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:36,48.731033,2.359394,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:41,48.731029,2.359379,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:46,48.731025,2.359366,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:51,48.731011,2.359352,"G","Movement", , , 
"touristParis","human",2009-04-26 09:15:56,48.731003,2.359338,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:01,48.730999,2.35933,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:06,48.730998,2.359325,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:09,48.730998,2.359325,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:11,48.731,2.359331,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:16,48.731026,2.359344,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:21,48.730993,2.359382,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:26,48.730955,2.359465,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:31,48.730941,2.359509,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:36,48.730934,2.359571,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:41,48.730913,2.359616,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:46,48.730912,2.35962,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:51,48.730911,2.359619,"G","Movement", , , 
"touristParis","human",2009-04-26 09:16:56,48.73091,2.359619,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:01,48.730908,2.359619,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:06,48.730907,2.35962,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:09,48.730907,2.35962,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:11,48.730905,2.35962,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:16,48.730889,2.359717,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:20,48.730804,2.359841,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:22,48.730668,2.359945,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:26,48.730617,2.360082,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:31,48.730556,2.36015,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:36,48.730531,2.360159,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:40,48.730409,2.360228,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:45,48.730368,2.360266,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:49,48.730285,2.36036,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:54,48.730222,2.360468,"G","Movement", , , 
"touristParis","human",2009-04-26 09:17:59,48.730205,2.360516,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:02,48.730205,2.360516,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:04,48.730206,2.360523,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:09,48.730204,2.360514,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:14,48.730164,2.360463,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:19,48.730089,2.360399,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:24,48.730029,2.360292,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:29,48.729997,2.360186,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:34,48.729984,2.360074,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:39,48.729958,2.359939,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:44,48.729894,2.359834,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:49,48.729853,2.359752,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:54,48.72986,2.359715,"G","Movement", , , 
"touristParis","human",2009-04-26 09:18:59,48.72985,2.35969,"G","Movement", , , 
"touristParis","human",2009-04-26 09:19:04,48.729818,2.359686,"G","Movement", , , 
"touristParis","human",2009-04-26 09:19:09,48.729769,2.359672,"G","Movement", , , 
"touristParis","human",2009-04-26 09:19:14,48.729744,2.359655,"G","Movement", , , 
"touristParis","human",2009-04-26 09:19:19,48.729746,2.359639,"G","Movement", , , 
"touristParis","human",2009-04-26 09:19:24,48.729753,2.359591,"G","Movement", , , 
"touristParis","human",2009-04-26 09:34:50,48.729106,2.360666,"G","Movement", , , 
"touristParis","human",2009-04-26 09:34:52,48.729179,2.360539,"G","Movement", , , 
"touristParis","human",2009-04-26 09:34:57,48.729206,2.360417,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:02,48.729214,2.360401,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:05,48.729214,2.360401,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:07,48.729216,2.360393,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:12,48.729217,2.360382,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:14,48.729157,2.360281,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:19,48.729159,2.360238,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:24,48.729163,2.360242,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:29,48.729165,2.360246,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:34,48.729172,2.360251,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:37,48.729172,2.360251,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:39,48.729175,2.36025,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:44,48.729175,2.360241,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:49,48.729173,2.36023,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:54,48.729176,2.360233,"G","Movement", , , 
"touristParis","human",2009-04-26 09:35:59,48.729177,2.360232,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:04,48.729177,2.360227,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:09,48.729178,2.36022,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:14,48.729179,2.360215,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:19,48.729185,2.360217,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:24,48.729191,2.360221,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:27,48.729191,2.360221,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:29,48.729198,2.360229,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:33,48.729288,2.360147,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:38,48.72936,2.360098,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:43,48.729365,2.360107,"G","Movement", , , 
"touristParis","human",2009-04-26 09:36:48,48.729381,2.360102,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:08,48.729584,2.359881,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:13,48.7296,2.359842,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:18,48.729623,2.359782,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:23,48.729633,2.359748,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:28,48.729581,2.359757,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:33,48.729517,2.359839,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:36,48.729517,2.359839,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:38,48.729515,2.359846,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:43,48.729461,2.359929,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:48,48.729463,2.359942,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:51,48.729463,2.359942,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:53,48.72946,2.359944,"G","Movement", , , 
"touristParis","human",2009-04-26 09:40:58,48.729446,2.359979,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:03,48.72942,2.360018,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:06,48.72942,2.360018,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:08,48.72942,2.360025,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:13,48.729401,2.360048,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:18,48.72938,2.360067,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:21,48.72938,2.360067,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:23,48.729377,2.360064,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:28,48.729327,2.360042,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:33,48.729327,2.360003,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:38,48.729351,2.360003,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:41,48.729351,2.360003,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:43,48.729352,2.360005,"G","Movement", , , 
"touristParis","human",2009-04-26 09:41:48,48.729363,2.359977,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:41:53,48.729364,2.359967,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:41:58,48.729363,2.359959,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:03,48.729363,2.359957,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:08,48.729364,2.359956,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:13,48.729366,2.359956,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:16,48.729366,2.359956,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:18,48.729368,2.359954,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:23,48.729367,2.359944,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:28,48.729371,2.359952,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:33,48.729373,2.359957,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:38,48.729375,2.359959,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:43,48.729377,2.359963,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:46,48.729377,2.359963,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:48,48.729376,2.359962,"G","Stopped","20090426094148_20090426094248_touristParis",1,"20090426094148_20090426094248_touristParis"
"touristParis","human",2009-04-26 09:42:53,48.729404,2.35991,"G","Movement", , , 
"touristParis","human",2009-04-26 09:42:58,48.729401,2.359896,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:01,48.729401,2.359896,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:03,48.729399,2.359891,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:08,48.729395,2.359881,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:13,48.729391,2.359869,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:16,48.729391,2.359869,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:18,48.729391,2.359865,"G","Movement", , , 
"touristParis","human",2009-04-26 09:43:23,48.72939,2.359856,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:07,48.729651,2.359831,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:12,48.729696,2.359899,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:17,48.72972,2.359954,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:22,48.729748,2.360021,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:27,48.729773,2.360084,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:32,48.729773,2.360111,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:37,48.729776,2.360131,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:42,48.729789,2.360206,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:47,48.729777,2.360227,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:52,48.729777,2.360231,"G","Movement", , , 
"touristParis","human",2009-04-26 09:48:57,48.729776,2.360234,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:02,48.729775,2.360236,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:07,48.729775,2.360237,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:12,48.729775,2.360238,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:17,48.729775,2.360239,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:22,48.729775,2.360241,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:27,48.729775,2.360242,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:30,48.729775,2.360242,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:32,48.729775,2.360247,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:37,48.729775,2.360258,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:42,48.729775,2.360271,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:47,48.729774,2.360283,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:52,48.729772,2.360296,"G","Movement", , , 
"touristParis","human",2009-04-26 09:49:57,48.729769,2.360306,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:02,48.729766,2.360315,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:07,48.729763,2.360324,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:12,48.729761,2.360332,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:17,48.729757,2.36034,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:20,48.729757,2.36034,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:22,48.729749,2.360348,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:27,48.729739,2.360352,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:32,48.729727,2.360357,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:37,48.729717,2.360358,"G","Movement", , , 
"touristParis","human",2009-04-26 09:50:42,48.72971,2.360358,"G","Stopped","20090426095042_20090426095152_touristParis",1,"20090426095042_20090426095152_touristParis"
"touristParis","human",2009-04-26 09:50:47,48.729704,2.36036,"G","Stopped","20090426095042_20090426095152_touristParis",1,"20090426095042_20090426095152_touristParis"
"touristParis","human",2009-04-26 09:50:52,48.729698,2.36036,"G","Stopped","20090426095042_20090426095152_touristParis",1,"20090426095042_20090426095152_touristParis"
"touristParis","human",2009-04-26 09:50:57,48.729694,2.360363,"G","Stopped","20090426095042_20090426095152_touristParis",1,"20090426095042_20090426095152_touristParis"
"touristParis","human",2009-04-26 09:51:02,48.729694,2.360363,"G","Stopped","20090426095042_20090426095152_touristParis",1,"20090426095042_20090426095152_touristParis"
"touristParis","human",2009-04-26 09:51:05,48.729694,2.360363,"G","Stopped","20090426095042_20090426095152_touristParis",1,"20090426095042_20090426095152_touristParis"
